Image,Similarity
cl,0.838377833366394
ru,0.5495626330375671
ca,0.4187102615833282
jp,0.3981428742408752
gt,0.3810952305793762
ar,0.3755572736263275
pe,0.370301216840744
ng,0.3687041997909546
co,0.3335251212120056
to,0.3214389681816101
it,0.3061480522155761
mx,0.2996201515197754
fr,0.2952658534049988
ec,0.2837169170379638
us,0.2791429758071899
in,0.2780911326408386
kr,0.2707988023757934
il,0.243106871843338
uy,0.2428030222654342
cn,0.2419574856758117
cr,0.2400087416172027
vn,0.1915584504604339
es,0.188487097620964
ve,0.1854009479284286
gr,0.183069497346878
do,0.16384918987751
eg,0.1626016944646835
gb,0.1419283896684646
dz,0.1390215307474136
cu,0.1374921202659607
th,0.1371278762817382
as,0.1172800585627555
ht,0.0817704200744628
py,0.0793205201625824
fj,0.067768856883049
ws,0.0566565282642841
ma,0.0389528386294841
pw,0.0366952121257782
ug,0.0269335471093654
ua,-0.0090354532003402
se,-0.0604603625833988
zw,-0.0718604177236557
bz,-0.0768282487988472
za,-0.0845094993710517
pg,-0.0869699046015739
ao,-0.1008290871977806
bo,-0.101182535290718
tv,-0.1424082666635513
kz,-0.1479318588972091
sb,-0.1539089530706405
au,-0.162630021572113
jm,-0.1728403717279434
nz,-0.1768829524517059
br,-0.1982585936784744
id,-0.2571752667427063
ke,-0.2965099215507507
de,-0.3002427220344543
sa,-0.3161283731460571
pk,-0.3599304854869842
vu,-0.394185721874237
