Image,Similarity
kz,0.5183409452438354
ar,0.4654220342636108
se,0.4276102185249328
gt,0.4096883535385132
il,0.3293406963348388
ng,0.3271675109863281
tv,0.2941723763942718
fj,0.2715499997138977
cu,0.2649153470993042
uy,0.2435716390609741
gr,0.236659362912178
ca,0.2117571830749511
cr,0.2026233822107315
bz,0.2006488591432571
as,0.1963625401258468
jm,0.1728531718254089
jp,0.1471247524023056
dz,0.1436110138893127
mx,0.140330359339714
it,0.1340810656547546
kr,0.1243327334523201
py,0.1076644510030746
sa,0.0927340239286422
sb,0.0815403759479522
us,0.0669148936867713
gb,0.0620948746800422
fr,0.0548360347747802
ua,0.0541611313819885
do,0.0538743808865547
pl,0.0366952121257782
cl,0.0116785541176795
za,0.0082440674304962
in,-0.0039398819208145
au,-0.0167858507484197
br,-0.0185313895344734
nz,-0.0190241392701864
pe,-0.0193472951650619
pk,-0.0207515880465507
id,-0.0335159301757812
eg,-0.0361412987112998
bo,-0.0539466254413127
th,-0.0764433145523071
ke,-0.0941104888916015
ht,-0.117761842906475
vu,-0.1673061847686767
ru,-0.1696966737508773
es,-0.1780258864164352
ug,-0.2141709327697754
co,-0.2453625053167343
ec,-0.247990533709526
de,-0.2491480112075805
ao,-0.2526262402534485
vn,-0.2571426331996918
zw,-0.276611328125
to,-0.3281759023666382
pg,-0.3709039688110351
cn,-0.4121746122837066
ws,-0.4452512264251709
ve,-0.4453490674495697
ma,-0.5107648372650146
