Image,Similarity
ca,0.3842768371105194
jp,0.3361053168773651
us,0.3300169110298157
cn,0.3263065814971924
py,0.2926960289478302
pe,0.2901535034179687
vn,0.2869725227355957
es,0.2789576053619385
mx,0.2619565427303314
ng,0.2617465853691101
kr,0.2584214806556701
fj,0.2555164992809295
gt,0.2422577440738678
de,0.2411736398935318
fr,0.2409752309322357
it,0.238418310880661
ar,0.2377027720212936
cr,0.1753093898296356
bo,0.1684315502643585
ma,0.1672486513853073
gb,0.1403938680887222
il,0.133272498846054
do,0.1255958527326584
gr,0.1147509291768074
th,0.1097439974546432
in,0.1023269891738891
uy,0.0949464738368988
ug,0.0932316333055496
dz,0.0911727845668792
as,0.0656865984201431
cu,0.0627798438072204
ec,0.0588816814124584
eg,0.0390038825571537
zw,0.0317196696996688
vu,0.0289384275674819
co,-0.0263899639248847
pw,-0.0335159301757812
to,-0.05038882791996
za,-0.0518436953425407
ws,-0.0568161755800247
bz,-0.0673398151993751
se,-0.068718634545803
ua,-0.0741290301084518
ke,-0.0743837505578994
tv,-0.0962847024202346
ve,-0.1100896820425987
jm,-0.1239486560225486
ao,-0.1747748404741287
br,-0.1944361478090286
pg,-0.1983488202095031
pk,-0.2156162858009338
kz,-0.2222826182842254
pl,-0.2571752667427063
cl,-0.3010982275009155
ht,-0.3014618754386902
ru,-0.337029367685318
au,-0.392389714717865
nz,-0.4227727949619293
sb,-0.5277431011199951
sa,-0.5393223166465759
